rowid,number,state,title,labels_name,labels_id,labels_color,labels_description,commentcount,body,comments_txt,draft,comments_url,created_at,updated_at,user,assignee1,medium,high,high-ish,high not high-ish
96,256,open,"confusing UI: a user names the analysis #1, then forgets to change title when runs 2d analysis",enhancement|good first issue|urgency medium,4538805068|4538805069|6227894519,cfd3d7|7057ff|FBCA04,New feature or request|Good for newcomers|,1,,"Currently, the title is the only input that can be changed without rerunning the analysis, so it’s not obvious whether the analysis was rerun or not.

To avoid this, I suggest we only display the new title in the results if the user runs a new analysis.","somehow help them with this - confusing to see old title on new run.
not sure how to alert them ?",https://api.github.com/repos/USEPA/EJAM/issues/256/comments,2/20/2024,11/26/2024,ejanalysis,saradelessio-abt,1,0,0,FALSE
97,253,open,"confusion in UI: if user tries a second analysis by uploading new stuff, they sometimes click on See Results instead of reclicking ""Start Analysis"" ",enhancement|urgency medium,4538805068|6227894519,cfd3d7|FBCA04,New feature or request|,0,,,somehow help remove this confusion,https://api.github.com/repos/USEPA/EJAM/issues/253/comments,2/20/2024,2/20/2024,ejanalysis,none,1,0,0,FALSE
98,249,open,make latlon_from_naics() and other naics-related functions consistent with others like frs_from_naics(),refactor|urgency low,6208400114|6227891676,8F13A1|cfd3d7,Rewrite how code works or break into smaller pieces|,3,,"For example, compare these unexpected different results:

```
 #  NAICS columns are very different in these two functions outputs:
frs_from_naics(3273 )$NAICS
# [1] ""003273, 327320"" ""003273""         ""003273, 327320"" ""003273""        
latlon_from_naics(3273 )$NAICS 
# [1] 3273 3273 3273 3273

latlon_from_naics(3273)      # only 4 sites
frs_from_naics(3273)           # only 4 site

frs_from_naics(3273, children=TRUE)   # returns about 10,567 sites.
# And, a user would not realize children param exists if trying to hit tab while typing function because it was defined as function(naics_code_or_name, ...) and should be redone to make all params visible.

latlon_from_naics(3273, children=TRUE) 
# fails because children param was not even enabled/added in this function as written

latlon_from_naics(naics_from_any(3273, children = TRUE)$code)
# is what you would need to do which is complicated

# These provide useful outputs, but Based on function name, user might expect to get back vector of naics codes?
naics_from_any(3273)
naics_from_any(3273, children = TRUE)
naics_from_any(3273, children = TRUE)$code

```


|Some of these are getting fixed in early June edits. |note this has some relationship with #638 perhaps","The function names are not explicitly communicating what inputs are allowed and what outputs are allowed. Even if that is not fixed via renaming them all, the following should be fixed, and **similarly for other naics-related, sic-related, mact-related functions:**

`frs_from_naics(""Textile Mills"", children=T)`
returns a table since it allows code or text, and it has a param called children

but

`latlon_from_naics(""Textile Mills"", children=T)`
fails since it lacks children param

`latlon_from_naics(""Textile Mills"" )`
fails since it expects a code not text",https://api.github.com/repos/USEPA/EJAM/issues/249/comments,2/17/2024,1/2/2025,ejanalysis,none,0,0,0,FALSE
99,246,open,Automate updates/builds of the pkgdown site,documentation|urgency medium,4538805066|6227894519,C5DEF5|FBCA04,Improvements or additions to documentation|,0,,,"
**See https://pkgdown.r-lib.org/articles/how-to-update-released-site.html  !!** 



What worked for a simple example but is an awkward workflow:
- Deploy from branch, deploy from Master branch, use docs folder, are the 3 settings to specify in [github settings page for Pages]( https://github.com/USEPA/EJAM/settings/pages 
)
- MAYBE but not sure do usethis::use_pkgdown() but not usethis::use_pkgdown_github_pages() since the defaults were not what was needed!
- MAYBE do  pkgdown::build_site_github_pages() once at least to set it up.
- put a .nojekyll file in the docs folder ! jekyll issue made it fail to build on github
- remove docs folder from the items in .gitignore file ! that had been put there by one of above functions, and if publishing from docs after building locally via build_site(), you have to push that folder to github for it to get published. (unless using a gh action to do the whole thing, build site on github as notes down below suggest, in which case you do not need to always upload local docs folder)
- manually do pkgdown::build_site() to do each update, after which must commit and push the docs folder changes
- see https://github.com/USEPA/EJAM/actions to watch the site get republished after built locally and pushed 
(see a working simplistic site here:
browseURL(""https://github.com/ejanalysis/ejscreendata/actions"")
browseURL(""https://github.com/ejanalysis/ejscreendata/settings/pages"")
browseURL(""https://ejanalysis.github.io/ejscreendata/"")


- If interested in created an **automated workflow** e.g. see EPA example here: https://github.com/USEPA/TADA/blob/develop/.github/workflows/pkgdown.yaml to update the site automatically whenever you make changes (e.g. when you merge in a pull request)? 
- Or do you want to **run code to update the site** outside of an automated workflow; i.e., run: `pkgdown::build_site()` see: https://pkgdown.r-lib.org/ ? 

Another EPA team had to get the auto-build site workflow approved by our EPA org GitHub admins first (they maintain a list of all approved automated github workflows), but it is approved now so anyone can use it. It should be fairly easy to update the .yaml example for your package.

examples 
- https://usepa.github.io/EJAM
- https://usepa.github.io/EJSCREENBatch
- https://usepa.github.io/TADA/ 

-----------------------------------------

More notes from https://usethis.r-lib.org/reference/use_github_pages.html
`use_github_pages(branch = ""gh-pages"", path = ""/"", cname = NA)`

2 common options for branch and path for the site source:
This function anticipates two specific usage modes:

1. NOT USED BY EJAM: Publish from the **_root_** directory of a gh-pages branch, which is assumed to be only (or at least primarily) a remote branch. Typically the gh-pages branch is managed by an automatic ""build and deploy"" job, such as the one configured by [use_github_action(""pkgdown"")](https://usethis.r-lib.org/reference/use_github_action.html).
- The **default of branch = ""gh-pages"" and path = ""/""** reflects **strong GitHub support for this configuration:** when a gh-pages branch is first created, it is automatically published to Pages, using the source found in ""/"". If a gh-pages branch does not yet exist on the host, use_github_pages() creates an empty, orphan remote branch.

2. USED BY EJAM: Publish from the ""/docs"" directory of a ""regular"" branch, probably the repo's default branch. The user is assumed to have a plan for how they will manage the content below ""/docs"".
- The most common **alternative is to use the repo's default branch, coupled with path = ""/docs"".** It is the user's responsibility to ensure that this branch pre-exists on the host.
",https://api.github.com/repos/USEPA/EJAM/issues/246/comments,2/16/2024,9/30/2024,ejanalysis,ejanalysis,1,0,0,FALSE
100,244,open,increase readability of fonts in plot_distance_mean_by_group,enhancement|urgency medium,4538805068|6227894519,cfd3d7|FBCA04,New feature or request|,1,,opened after closing issue #195,"When using the advanced setting for including the plots in the excel download output, the fonts of the plot on sheet 'plot_distance' is illegible",https://api.github.com/repos/USEPA/EJAM/issues/244/comments,2/14/2024,9/5/2024,sarasoko,none,1,0,0,FALSE
101,243,open,Add info message to radius slider label on hover/click,enhancement|urgency low|distance-related,4538805068|6227891676|6343333395,cfd3d7|cfd3d7|C2E0C6,New feature or request||related to distances variables or calculations or plots,0,"As first described in #191, a hover info msg should provide additional context for the slider.
#### Potential text: 
""Distance changes the size of each area to include in the analysis. For analysis of sites defined by lat/lon coordinates, the distance is the radius of a circle around each point, such as the circle that includes everyone within 3 miles of a facility. For analysis of places defined by shapefiles, distance is the width of the buffer that can be added along the edges of each polygon, such as the area that includes anyone within 3 miles of any part of the property defined by the polygon.""",,,https://api.github.com/repos/USEPA/EJAM/issues/243/comments,2/14/2024,2/14/2024,mlfurman3,none,0,0,0,FALSE
102,241,open,Add missing columns to shiny app outputs (excel) - things provided in EJScreen Community Report and/or API,enhancement|good first issue|urgency medium|calculate/validate to EJScreen,4538805068|4538805069|6227894519|6343712128,cfd3d7|7057ff|FBCA04|FBCA04,"New feature or request|Good for newcomers||related to errors in numbers, replicating EJScreen stats",1,"This is one piece of issue #113 

The Community Report and/or **ejscreenit()** provides some useful outputs missing from **ejamit()**
and some of them could be added to ejamit and shiny app outputs. Add all other EJScreen community report reported indicators -- and any other API outputs -- that are not yet in EJAMshiny app outputs (or at least not in Excel download) yet:

1. vars already in output of doaggregate() and/or ejamit() but that just did not get coded to go into excel (if any)
2. vars we can easily add as outputs of doaggregate() etc. because we already had the necessary variables to calculate the score in doag (or via some calc_ejam etc approach)
3. vars we can add by using the indicator data the API provided and Abt scraped
4. vars we need to calculate on the fly via intersects with nonattainment, tribal, CJEST/IRA,
5. vars we need to calc on the fly via counts of point data nearby (schools, hospitals, churches, etc.)
6. others?

some examples
- [ ] counts of schools etc., see work in progress on something like countsitesnearby() or getfrsnearby() ?
- [x ] valid message (is it there?)
- [ x] EPA Region
- [ ] flag if overlaps with CJEST area etc.
- [ ] Area of Circular Buffer in Square Miles (is it there?)
- [x ] Percent of population speaking X at home (possibly a naming issue?)
- [ ]    Heart Disease, etc.  
- [ ] + the US and State Averages of those and US and State Percentiles of those?

This helps see which columns are provided by the **ejscreenit()**  API  outputs,
but are missing from **ejamit()** outputs:

```
setdiff(
   names(

      testoutput_ejscreenit_5$table) , 

   fixcolnames(names(

      ejscreenit_for_ejam(testpoints_10[1,],radius = 1)

    ), 'r', 'long'))  

Analyzing 1 sites, for residents living within a radius of 1 miles from each site.
Rate of 1,443 buffers per hour: 1 lat/long pairs took 2 seconds    Finished  
 
```","
what I see missing is mostly this:

- square miles?  aka  inputAreaMiles  
- ""names_health"", and related _( like ""names_health_avg"", ""names_health_pctile"", ""names_health_state_avg"", ""names_health_state_pctile"")_
- ""names_climate"", and related
- ""names_criticalservice"", and related
- Counts or flags for nearby things: ""names_featuresinarea"",  ""names_sitesinarea"",  ""names_flag"" 
- detailed language info?

```
42                                num_school               names_featuresinarea
43                              num_hospital               names_featuresinarea
44                                num_church               names_featuresinarea

75                                 count.NPL                  names_sitesinarea
76                                count.TSDF                  names_sitesinarea
77                              num_waterdis                  names_sitesinarea
78                               num_airpoll                  names_sitesinarea
79                            num_brownfield                  names_sitesinarea
80                                   num_tri                  names_sitesinarea

45                              yesno_tribal                         names_flag
46                            yesno_cejstdis                         names_flag
47                              yesno_iradis                         names_flag
48                           yesno_airnonatt                         names_flag
49                           yesno_impwaters                         names_flag


34                            pctlan_english                   names_d_language
35                             pctlan_french                   names_d_language
36                       pctlan_rus_pol_slav                   names_d_language
37                           pctlan_other_ie                   names_d_language
38                         pctlan_vietnamese                   names_d_language
39                        pctlan_other_asian                   names_d_language
40                             pctlan_arabic                   names_d_language
41                        pctlan_non_english                   names_d_language

```",,https://api.github.com/repos/USEPA/EJAM/issues/241/comments,2/13/2024,1/2/2025,ejanalysis,none,1,0,0,FALSE
103,237,open,latlon_from_anything() and maybe supporting validation functions fail to mark as invalid some invalid inputs,bug|urgency medium,4538805065|6227894519,d73a4a|FBCA04,Something isn't working|,3,"`latlon_from_anything(data.frame(lat=1,lon=1))`
returns a table with column showing valid = FALSE, as expected. 
However, these should also do that and fail to do so:
`latlon_from_anything(data.frame(lat=1,b=1))`
`latlon_from_anything(data.frame(a=1,b=1))`
`latlon_from_anything(testoutput_getblocksnearby_10pts_1miles)`
They confusingly return the table with a column indicating each row is valid, even when there are not latlon values at all. ","See related issue #208 - will investigate jointly

|Added NULL check to `latlon_is.valid` via commit dc51db2 that should fix this. Now merged into development.|Confirmed that the tests are now resulting in valid=FALSE",,https://api.github.com/repos/USEPA/EJAM/issues/237/comments,2/11/2024,2/14/2024,ejanalysis,ParkerJanMalek,1,0,0,FALSE
104,235,open,MODULE: Point layer MODULE (specify URL of service with point data),enhancement|refactor|urgency medium|server,4538805068|6208400114|6227894519|7384237694,cfd3d7|8F13A1|FBCA04|25B9F0,New feature or request|Rewrite how code works or break into smaller pieces||removing code from app_server.R,0,"**Point layer module**  Create a module (server/UI) and supporting function(s) that let user specify points by providing a URL of a layer of points (feature/map service?) like from EJScreen point layers or from geoplatform, such as schools locations, etc.  Relevant especially to the ""schools counter"" feature in a separate issue.

",,,https://api.github.com/repos/USEPA/EJAM/issues/235/comments,2/9/2024,8/27/2024,ejanalysis,none,1,0,0,FALSE
105,234,open,MODULE: Points table upload MODULE,refactor|urgency low|server,6208400114|6227891676|7384237694,8F13A1|cfd3d7|25B9F0,Rewrite how code works or break into smaller pieces||removing code from app_server.R,0," **Point table upload module:**  Create a module (server/UI module) that lets a user upload a set of points stored as coordinates (latlon) in a table (similar to how latlon upload works). This would be based on existing functions like latlon_... etc., and the module would replace the server/UI code that enables upload of lat lon points. This would also be usable for purposes other than latlon upload for analysis near facilities - it would also work for upload of points to count, such as schools or hospitals, to be used in a ""schools counter"" feature described elsewhere. Note there was also an issue for typing in latlon that is another method relevant.

",,,https://api.github.com/repos/USEPA/EJAM/issues/234/comments,2/9/2024,8/27/2024,ejanalysis,none,0,0,0,FALSE
106,233,open,"""Schools Counter"" functionality needed (to count schools or other features in each place)",enhancement|refactor|urgency medium|distance-related|shapefile-related,4538805068|6208400114|6227894519|6343333395|6343756696,cfd3d7|8F13A1|FBCA04|C2E0C6|C2E0C6,New feature or request|Rewrite how code works or break into smaller pieces||related to distances variables or calculations or plots|related to polygons/ shapefile/ GIS data/ buffers,1,"""Schools Counter"" - Add ability to count the schools at each site (but really, to count any type of specified points, not just schools): 

Also see separate issues #234 and #235 on creating modules for points upload and using points feature services, to specify a set of points like schools.

- [ ] **New functions:** `countpoints_nearby(), countpoints_in_shape(), countpoints_in_fips()`  etc. Provide functions similar to getblocksnearby(), get_blockpoints_in_shape(), getblocksnearby_from_fips() to be able to count how many of those user-provided points are inside each zone, for nearby (latlon), for in polygon (shapefiles), for in FIPS (e.g., a county), and any other zone types we use.
   - [ ] Do QA/QC to ensure it counts correctly, e.g. compare to EJScreen reports that report number of NPL or other sites nearby.

- [ ] **Enable `doaggregate() and ejamit()` to use those functions** to include those counts 
  - in the site by site outputs of doaggregate() and `ejamit()`
  - in the overall outputs of same

- [ ] **Enable all other functions** to include that info in the web views of short report & site by site report, downloaded short report, downloaded excel site by site and overall, the long word doc, etc. Include unit tests.

- [ ] **Edit web app** to show that new info.

- [ ] Add functions to **visualize (plot)** that info somehow. 

 ","related to proxistat-new branch and the planned ""facility density tool"" etc.",,https://api.github.com/repos/USEPA/EJAM/issues/233/comments,2/9/2024,12/12/2024,ejanalysis,ejanalysis,1,0,0,FALSE
107,232,open,"Develop options for defining the Reference Zone or Ref. Group - avg person vs bg vs ""other 3-mile circles"" - in rural, county, user-defined etc.",enhancement|urgency medium,4538805068|6227894519,cfd3d7|FBCA04,New feature or request|,0,"Develop options for defining the Reference Zone or Ref. Group - avg person vs bg vs ""other 3-mile circles"" - in rural, county, user-defined etc.

At least 2-3 issues to work on, discuss: 
1. Comparing the avg person vs avg facility (or site) vs avg block group - There is not apples to apples consistent comparison in columns or ratios or percentiles, currently. The state averages in EJScreen for example and the percentiles all are for avg block group or bg percentile, not avg person. Ideally they would be apples to apples, like pop wtd percentiles and averages compared to pop avg near sites, etc. We probably want to allow comparison of ""sites"" not just entirely focus on ""average resident"" but those give very different answers and need to be communicated carefully. 
2. Isn't it technically incorrect to compare scores for avg person within X miles of a site to avg person elsewhere like avg person in state or us? For an apples to apples comparison, you need to compare scores in 3mile circles here versus scores in 3mile circles elsewhere, since avg in a large circle is always less variable than for avg of all residents or avg block, e.g. A score is not drastically different for avg bg in US vs avg person in US, but for larger radius or large FIPS or polygon it can matter a lot! A 10-mile circle or a whole county will never have a very extreme score, while a single block group sometimes will.
3. allow a few **other predefined geo zones** to be the reference zone, not just state and USA, like 
  - county, 
  - rural areas, and 
  - maybe even ""all other places suitable for this type of industry"" or 
  - where other EPA-regulated facilities of all types are located (or versus other residents of US who also live near any type of regulated facility as opposed to the type being analyzed)
4.  allow functions to calculate avg among all other places, everyone else, in state and in US, instead of only using state or us average of everyone -- ""everyone"" includes the analyzed people and places, which should not be in the reference zone or group, especially if the analyzed is a signif fraction of the total state or US or group -- this criticism / suggestion is in the june 2024 SAB comments in their self initiated review of EPA EJ analysis topics, in fact.
5. allow user-defined reference zones? 
5. **Reference Groups** could be used, such as average distance among 
  - group D versus non-D (e.g., Hispanic versus among non-Hispanic), or 
  - versus among one reference group such as NonHispanic White,  or just 
  - versus everyone as a whole, or 
  - not using any reference group for this type of information.",,,https://api.github.com/repos/USEPA/EJAM/issues/232/comments,2/8/2024,6/28/2024,ejanalysis,ejanalysis,1,0,0,FALSE
108,231,open,Minimize startup load time of deployed app / speed / performance,bug|good first issue|urgency high|datasets/ pins/ AWS/ etc.|speed / performance (see #444),4538805065|4538805069|6227890498|6343736234|6535412240,d73a4a|7057ff|D93F0B|0E8A16|e99695,"Something isn't working|Good for newcomers||related to data files via pins board, AWS, dataload_ etc.|related to monitoring the app too but mostly about speed / load, profiling, asynch, sessions,, etc.",8,"The app as deployed on the posit server takes 5-10 seconds for the UI to appear and be usable. Need to diagnose what is causing this issue and find solutions to cut down on this time as much as possible.

Could be related to 
- EJAM package loading
- pins dataset loading
- server lag time

Can also provide a load screen to indicate that the app is still loading, at least as a short-term solution.","Labelled this as a ""bug"" just to emphasize its priority.|**see more notes at issue #99** |This is still very slow to load from the posit connect server. Unclear if that is always or sometimes. **We have to change it to immediately load an initial web page** while all the other activity gets going like loading packages, loading datasets, building the index, etc.  |When we last investigated this, it seemed to load significantly slower for the first session after a new deployment than for later ones. Perhaps something (data, packages, etc.) gets loaded in the background the first time.

Will take another look and suggest some options.|2024/05/13 15:12:58.434574904 [rsc-session] Content GUID: .....
2024/05/13 15:13:01.123595470 Adding Packrat library to R_LIBS and .libPaths: /opt/rstudio-connect/mnt/app/packrat/lib/x86_64-pc-linux-gnu/4.2.3
2024/05/13 15:13:01.200669367 shiny version: 1.8.0
2024/05/13 15:13:02.256942672 Starting R with process ID: '2138'
2024/05/13 15:13:02.257522947 Shiny application starting ...
2024/05/13 15:13:02.349568890 Loading required package: EJAMbatch.summarizer
2024/05/13 15:13:02.785633567 Loading required package: EJAMejscreenapi

   **[ ALMOST 8 SECONDS USED HERE - just loading EJAMejscreenapi took that much time? or what? why ? ]**

2024/05/13 15:13:10.051838375 Now running .onAttach(), as part of attaching the EJAM package.
...
2024/05/13 15:13:10.599301248 **Successfully connected to Posit Connect pins board.**
2024/05/13 15:13:10.606041889 blockpoints   - is NOT in memory. Checking local disk... blockpoints  is NOT found locally on disk at /opt/rstudio-connect/mnt/packrat/4.2.3/v2/library/EJAM/a9e6b81632161bcddbc73ec353de10b7/EJAM/data/blockpoints.arrow 
2024/05/13 15:13:10.606629390 
2024/05/13 15:13:10.606767757 blockpoints  is NOT found locally on disk at NOTCHECKINGLOCAL/blockpoints.arrow 
2024/05/13 15:13:10.606806159 trying to load blockpoints  from EJAM/blockpoints.rda 

  ** TOOK ALMOST 5 SECONDS JUST TO LOAD blockpoints  -- why is it loading the .rda version not .arrow pins board version?** 

2024/05/13 15:13:15.097785402 
2024/05/13 15:13:15.098032603 blockwts      - is NOT in memory. Checking local disk... blockwts    is NOT found locally on disk at /opt/rstudio-connect/mnt/packrat/4.2.3/v2/library/EJAM/a9e6b81632161bcddbc73ec353de10b7/EJAM/data/blockwts.arrow 
2024/05/13 15:13:15.098130878 
2024/05/13 15:13:15.098252003 blockwts    is NOT found locally on disk at NOTCHECKINGLOCAL/blockwts.arrow 
2024/05/13 15:13:15.098287513 trying to load blockwts  from EJAM/blockwts.rda 

**[ ABOUT 2.5 SECONDS USED HERE LOADING THE .rda VERSION OF blockwts ??? WHY NOT pins board .arrow ?? ]**

2024/05/13 15:13:17.295810259 
2024/05/13 15:13:17.296333457 quaddata      - is NOT in memory. Checking local disk... quaddata    is NOT found locally on disk at /opt/rstudio-connect/mnt/packrat/4.2.3/v2/library/EJAM/a9e6b81632161bcddbc73ec353de10b7/EJAM/data/quaddata.arrow 
2024/05/13 15:13:17.296471528 
2024/05/13 15:13:17.296600454 quaddata    is NOT found locally on disk at NOTCHECKINGLOCAL/quaddata.arrow 
2024/05/13 15:13:17.296630190 trying to load quaddata  from EJAM/quaddata.rda 

**[ABOUT 10 SECONDS USED UP HERE loading another .rda file  !]**

2024/05/13 15:13:36.087016356 Building index of Census Blocks (localtree)...
2024/05/13 15:13:37.557423341   Done building index.
2024/05/13 15:13:37.597073486 For help using the EJAM package, try ?EJAM or see https://usepa.github.io/EJAM/index.html

  **[ ABOUT 3 SECONDS HERE --    WHY]**

2024/05/13 15:13:40.952196321 
2024/05/13 15:13:40.952226203 Attaching package: ‘EJAM’

2024/05/13 15:13:41.036864601 Listening on http://127.0.0.1:34001

  **[ ABOUT 8 SECONDS HERE -   WHY? Maybe the shiny app itself starting up? but 8 seconds is a LOT - figure out why ]**

2024/05/13 15:13:49.522932710 shiny.testmode == TRUE
2024/05/13 15:13:49.556322011 current_upload_method reactive is  latlon 

  [ ABOUT 30 SECONDS HERE IS PROBABLY JUST THE USER STARTING TO UPLOAD THEIR POINTS FILE ]

2024/05/13 15:16:01.415632131 ROW COUNT IN FILE THAT SHOULD provide lat lon:  1857 |Closing |Reopening the issue now that it is deployed to production & load time is again an issue. |My concern now would be if there are problems with the public deployed app when multiple users try to use it concurrently.",,https://api.github.com/repos/USEPA/EJAM/issues/231/comments,2/7/2024,1/10/2025,mlfurman3,none,0,1,0,TRUE
109,221,open,"in web app, add ways to analyze multiple radii at once or even continuous radius",enhancement|urgency medium,4538805068|6227894519,cfd3d7|FBCA04,New feature or request|,1,"Needs to be in web app.  This is already possible in functions like [ejamit_compare_](https://usepa.github.io/EJAM/reference/ejamit_compare_distances.html)
as in the examples shown at https://usepa.github.io/EJAM/articles/4_advanced.html#how-to-analyze-proximity-using-ejam  

How we might show results:
- see examples in the article/vignette ... show about 3 radii side by side in a new type of table and plot of just 1 or a few key indicator results.
- interactively explore sensitivity to radius?
- the code figures out sensitivity and summarizes what distance shows max disparity, e.g., and flags whether results are highly sensitive to distance, etc.

How people might specify and use it:  (not final decisions but ideas) and how to efficiently implement each:
- **Preselected Distances and points**:  app could offer only/mostly some preselected cached distances and results for FRS sites like ECHO does - faster and easier for user and discourages overly short radii. Use preselected cached distances and results for FRS sites (like ECHO does). custom radius or custom point would be separate feature. no code exists yet for this idea but ultimately would provide a better user experience since so fast.
- **2 or 3 key distances**:  The easy-to-implement, simple way is we only analyze 2-3 radii, and analyze each discrete distance on the fly separately as via  `ejamit_compare_distances()`  - This is already coded but not in web UI, but kind of inefficient since it repeats work as it analyzes each radius separately. functions already exist. see https://usepa.github.io/EJAM/articles/4_advanced.html#within-multiple-distances---comparing-radius-choices  a) User could specify 1 max radius, and then tool would check subsets of that (discrete like 2,3,4 miles or else ""continuous"" distance via bybg) b) User could specify 2-5 discrete radii at once.
- **Explore various discrete distances on the fly?:** another related option is they specify one max radius and we run that and save the huge sites2blocks output of getblocksnearby() so we/they can then compare results for smaller radii after the fact, by on-the-fly using doaggregate's radius parameter to aggregate just subsets of all blocks found earlier. would want to check how much faster that really is. That approach allows us to show block-level resolution of what happens as function of continuous distance. at the BLOCK resolution by retaining the info in sites2blocks from getblocksnearby() ...  to retain all the output of getblocksnearby() which is huge but then could filter it to run doaggregate on various subsets - but that only saves the time of running getblocks and still means running doagg for each distance...
- **Block Groups for stepwise distance**: another option is they specify one max radius and run doaggregate on the full distance, saving the bybg table that stores info on each blockgroup -- then on the fly they can see results for a subset radius and/or  as a somewhat-continuous distribution of all radii - maybe interactively adjusting radius, or just in plots showing how X changes depending on the radius (like we already can do via the results_bybg_people at the blockGROUP resolution).
- **BLOCKS for Continuous Distance:** another option is higher-resolution more ""continuous"" block resolution, on the fly - this is like what is done by plot_distance_by_pctd() already. see https://usepa.github.io/EJAM/articles/4_advanced.html#how-demographics-at-one-site-vary-as-a-continuous-function-of-distance 
","There are at least 3 separate questions here: 
**1. When to calculate or retain big tables of distance info:** when/ whether to precalculate or cache or just retain for some process steps, like while an analyst is working with one set of places.
2. **Resolution: blocks vs bg vs bins**: do we save all the details like sites2blocks table versus just blockgroup rollup of distance of avg person per bg. Possibly even retaining binned distances only, like info about those 0-1 miles away, 1-2 miles away, etc.
3. **How to summarize** the info, what to show in plots of various kinds and in tables. Showing continuous distribution of distance? Showing bins of distance? Cumulative versus at each distance (annular/ ring view)? Showing distance by group versus %D or E by distance, or both? ",,https://api.github.com/repos/USEPA/EJAM/issues/221/comments,2/2/2024,12/13/2024,ejanalysis,ejanalysis,1,0,0,FALSE
110,219,open,still too slow when running 10k points like the program egrid facilities,enhancement|refactor|urgency low,4538805068|6208400114|6227891676,cfd3d7|8F13A1|cfd3d7,New feature or request|Rewrite how code works or break into smaller pieces|,0,,,,https://api.github.com/repos/USEPA/EJAM/issues/219/comments,2/2/2024,2/2/2024,ejanalysis,none,0,0,0,FALSE
111,218,open,"analysis of FIPS is too slow, espec for whole counties like all 3 in Delaware takes 15 seconds",enhancement|urgency low|shapefile-related|speed / performance (see #444),4538805068|6227891676|6343756696|6535412240,cfd3d7|cfd3d7|C2E0C6|e99695,"New feature or request||related to polygons/ shapefile/ GIS data/ buffers|related to monitoring the app too but mostly about speed / load, profiling, asynch, sessions,, etc.",0,"profile to see where is bottleneck.
we could greatly speed up doaggregate or replace it since we don't need to work with blocks at all for analysis of counties as places
we could cache some info like which block groups form each county, 
we could avoid using getblocks... entirely
",,,https://api.github.com/repos/USEPA/EJAM/issues/218/comments,2/2/2024,9/5/2024,ejanalysis,none,0,0,0,FALSE
112,216,open,find a way to map more polygons (than just 159 cap),enhancement|urgency medium|maps-related|shapefile-related,4538805068|6227894519|6228710425|6343756696,cfd3d7|FBCA04|C2E0C6|C2E0C6,New feature or request||related to maps|related to polygons/ shapefile/ GIS data/ buffers,0,there should be a way to fuzz up the polygons to show approximated low res versions of them in a preview map and maybe the final map too. the sf package can do that - can't recall name of that operation or function,,,https://api.github.com/repos/USEPA/EJAM/issues/216/comments,2/2/2024,2/2/2024,ejanalysis,none,1,0,0,FALSE
113,215,open,allow user to see the newer more flexible barplot ratios functions and to interactively change parameters so they can plot whatever variables etc.,enhancement|urgency medium|plots-graphs-related,4538805068|6227894519|6235793514,cfd3d7|FBCA04|C2E0C6,"New feature or request||related to plotting/graphing like histo, bar, box, scatter",0,,,,https://api.github.com/repos/USEPA/EJAM/issues/215/comments,2/2/2024,2/2/2024,ejanalysis,none,1,0,0,FALSE
114,214,open,set up alerts that monitor and alert staff when the app goes down - ensure available,enhancement|urgency medium,4538805068|6227894519,cfd3d7|FBCA04,New feature or request|,2,,Some info here: [https://docs.posit.co/connect/user/scheduling/#failure-notifications](https://docs.posit.co/connect/user/scheduling/#failure-notifications)|Not applicable to current application,,https://api.github.com/repos/USEPA/EJAM/issues/214/comments,2/2/2024,2/10/2025,ejanalysis,none,1,0,0,FALSE
115,212,open,enable other units like kilometers for entry of radius,enhancement|urgency medium,4538805068|6227894519,cfd3d7|FBCA04,New feature or request|,0,"make it possible to enter radius in kilometers as an option, not just miles. short term fix is issue #211 
Many people want to enter 5 km, for example, or 10 or 50 km.",,,https://api.github.com/repos/USEPA/EJAM/issues/212/comments,2/2/2024,2/2/2024,ejanalysis,none,1,0,0,FALSE
